44,화자,intent,subintent,question,answer,q_entity,a_entity,용어사전,지식베이스,교통
45,상담사,말소등록,이름,육구팔구 네 차주님 성함이 어떻게 되십니까?,차주는 김윤철입니다.,"육구팔구, 차주, 성함, ","차주, 김윤철, ","차주/차주, 성함/이름, 차주/차주, ","육구팔구/차량번호/번호,김윤철/이름/이름,",차량등록
45,상담사,말소등록,생년월일,네 주민번호 앞자리 여섯자리 말씀 부탁드릴게요,육오이공이사,"주민번호 앞자리 여섯자리, ","육오이공이사, ",,"육오이공이사/생년월일/날짜,",차량등록
45,상담사,말소등록,생년월일,네 주민번호 앞자리 말씀해 주세요,육오이공이사,"주민번호 앞자리,","육오이공이사, ",,"육오이공이사/생년월일/날짜,",차량등록
45,민원인,압류 조회/해제,,차량을 이전할라카는데요 그거 그거 저거 뭐야 돈있는 거는 어느 정도 부채를 떠안고 그냥 이렇게 하기로 해 가지고 꼭 내야 할 건만 알려 주세요,네 압류가 있으면 선생님 지금 열두건이거든요 지금 다 납부하셔야 돼요 십일년 십일년 칠월 육일 이후에 압류가 그 걸린 거에 대하여 압류가 적혀있는 거 대해서 다 납부하셔야 되세요 선생님 지금 보니까 다 십이년 십이년 십이월 다 이후인데요 다 납부하셔야 됩니다.,"차량, 이전, 돈, 부채, ","압류, 열두건, 납부, 십일년, 칠월, 육일, 이후, 압류, 납부, ","차량/차량, 압류/압류, 압류/압류, ",,차량등록
45,상담사,압류 조회/해제,차량번호,차량번호가 어떻게 되십니까?,칠십육부에 일사구이번요,"차량번호, ","칠십육부에 일사이구번, ","차량번호/차량번호, ","칠십육부에 일사이구번/차량번호/번호,",차량등록
45,상담사,압류 조회/해제,이름,네 선생님 바로 확인 도와드릴 텐데요 명의자분 성함 확인 부탁드립니다,김옥현,"확인, 명의자, 성함, ","김옥현, ","명의자/명의자, 성함/이름, ","김옥현/이름/이름,",차량등록
45,상담사,압류 조회/해제,생년월일,생년월일 확인 부탁드리겠습니다.,오십육년육월일일요,"생년월일, ","오십육년 육월 일일, ","생년월일/생년월일, ","오십육년 유월 일일/생년월일/날짜,",차량등록
45,민원인,과표,,네 과표 좀 알아보려고요,말씀해 주신 차량 과표금액은 이천육백칠십칠만오천원입니다.,"과표, ","차량 과표금액, 이천육백칠십칠만오천원, ","과표/과표, ",,차량등록
45,상담사,과표,차량번호,네 차량번호말씀해 주겠습니까?,이십이 허예 삼칠구팔,"차량번호,","이십이 허에 삼칠구팔, ","차량번호/차량번호, ","이십이 허에 삼칠구팔/차량번호/번호,",차량등록
45,상담사,과표,차량명,네 차명이 어떻게 됩니까?,비엠더블유 오이공디,"차명, ","비엠더블유 오이공디, ","차명/차량종류, ","비엠더블유 오이공디/차량명/이름,",차량등록
45,상담사,과표,연식,예 네 선생님 지금 바로 확인되셨구요 제작년도가 이천십삼년식인데 맞으신가요,예,"제작년도, 이천십삼년식, ",,"이천십삼년식/이천십삼년식, ","이천십삼년식/연식/날짜,",차량등록
45,민원인,장소,,그 자동차등록사업소 위치 좀 알고 싶어서 자동차 그 이전 등록하려고 하거든요,,"자동차등록사업소, 위치, 자동차, 이전 등록, ",,"자동차등록사업소/차량등록사업소, 자동차/차량, ",,차량등록
45,상담사,장소,주소,네 안내 도와드리겠습니다. 네 어디 계시죠?,잠깐만요 저기 제가 대곡동인데요,안내,"대곡동, ",,"대곡동/주소/주소,",차량등록
45,상담사,이전등록,차량용도,혹시 일반 자가용 그 자가용 맞으시죠. 이전 하시는 게 대곡동이면 선생님 제가 확인했을 때는 달서구로 대곡동 확인 되는데 맞으세요 선생님,예예,"일반 자가용, 자가용, 이전, 대곡동, 달서구, 대곡동, ",,"자가용/개인차량, ","일반 자가용/차량용도/종류,",차량등록
45,민원인,업무시간,,네 저기 몇시까지 해요,네 평일 아홉시부터 여섯시까지 업무를 하고 있구요 네 선생님  그 근처에 가시면 성서우체국이라고 있습니다. 그 옆에 있습니다.,"시, ","평일, 아홉시, 여섯시, 업무, 근처, 성서우체국, 옆, ","성서우체국/성서우체국, ","성서우체국/방문장소/장소,",차량등록
45,민원인,구비서류,,내가 뭐 자동차 명의 이전을 할라카는데 어떻게 하면 되예,예 그러면 방문을 직접하시는 그 양수인은 본인 신분증과 본인앞으로 책임보험 가입해 주시면 되고 선생님 앞으로 책임보험을 가입하셔야 됩니다. 피보험자로 등록이 되어 있으셔야 하거든요 따라 오는 건 아니고 선생님 앞으로 피보험자가 되도록 변경을 하셔야 됩니다. 해지를 먼저 하는 게 아니라 선생님 앞으로 책임보험 먼저 가입하시고 이전 받은 후에 나중에 책임보험을 해지를 하셔야 됩니다.,"자동차 명의 이전,","방문, 양수인, 본인, 책임보험, 가입, 피보험자, 등록, 변경, 해지, 이전, ","방문/내방, 양수인/양수인, 본인/본인, 책임보험/자동차보험, ",,차량등록
45,상담사,구비서류,차량명,네 어 차종이 어떤 차종입니까?,스타랙스 십이인 승승합차예,"차종, 차종, ","스타랙스, 십이인승, 승합차, ","차종/차량종류, 차종/차량종류, 승합차/승합차, ","스타렉스/차량명/이름,",차량등록
45,상담사,구비서류,소유주확인,네 감사합니다. 네 현재 차주분이십니까?,아닙니다.,"차주, ",,"차주/차주, ",,차량등록
45,상담사,구비서류,차량번호,선생님 칠십삼 마 맞으세요,선생님 칠십삼 마 맞으세요,"칠십삼 마, ","칠십삼 마, ",,"칠십삼 마/차량번호/번호,",차량등록
45,상담사,구비서류,명의변경,네 이 차를 그 배우자분 앞으로 되어 있는 걸 선생님 앞으로 변경한다는 말씀이세요,예예,"차, 배우자, 앞, 앞, 변경,",,"차/차량, 배우자/배우자, ",,차량등록
45,상담사,구비서류,방문인,아 그러세요 그러면 등록사업소에는 누가 오시는 겁니까?,아 내가 할낀데예,"등록사업소, ",,"등록사업소/등록사무소, ",,차량등록
45,상담사,구비서류,감면대상,양수인이 방문하시는 거고 혹시라도 선생님 그 장애인 할인받으시는거 있으십니까?,없습니다.,"양수인, 방문, 장애인, 할인, ",,"양수인/양수인, 방문/내방, ","장애인/감면대상/자격,",차량등록
45,상담사,구비서류,감면대상,국가유공자 할인받으시는 건 없습니까?,없습니다.,"국가유공자, 할인, ",,,"국가유공자/감면대상/자격,",차량등록
45,상담사,구비서류,공동명의 여부,예 그러면 공동명의로 하시는 건 아니고  단독이십니까?,예,"공동명의, 단독, ",,"공동명의/공동명의, 단독/단독명의, ",,차량등록
45,민원인,방문인,,그리고 그면 카면 내가 갈낀데 애엄마 안 가고 같이 가면,같이 가시면은 현재 차주분은 자동차등록증과 본인 신분증 준비해 주시면 되구요 만약에 안 가시면 예 자동차 매도용 인감 증명서 인감 도장 모두 필요합니다. 선생님,"애엄마, ","현재 차주, 자동차등록증, 본인, 신분증, 준비, 자동차 매도용 인감 증명서, 인감 도장, 필요, ","현재 차주/현재 명의자, 본인/본인, 신분증/신분증, ","애엄마/방문인/관계,",차량등록
45,민원인,구비서류,,아 인감증명서하고 없는데 같이 가야되겠네 외국인이라갓꼬 예 그면 같이 가면 서류가 뭐뭐 필요하지예,자동차등록증과 본인 신분증있으시면 되구요,"인감증명서, 외국인, 서류, 필요,","자동차등록증, 본인, 신분증, ","인감증명서/인감증명서, 서류/구비서류, 본인/본인, 신분증/신분증, ",,차량등록
45,상담사,구비서류,당일차량운행 여부,그리고 차는 혹시 가지고 갑니까?,예 차 가지고 가야 되지예,"차, ","차, ","차/차량, 차/차량, ",,차량등록
45,민원인,업무시간,,아 그러면 내일도 합니까?,내일은 업무 안 합니다. 선생님 평일 오전 아홉시부터 여섯시까지 근무입니다.,"내일, ","내일, 업무, 평일, 오전, 아홉시, 여섯시, 근무, ",,,차량등록
45,민원인,구비서류,,아 다름이 아니고 그그 말소신청할려면 구비서류가 어떻게 되나 싶어서요,예 서류는 그 방문하시는 분은 신분증준비하시고 하시는데요 아무래도 이 경우는 채권자 서류가 중요하기 때문에 채권자쪽에서는 추가적으로 채권자 인감 증명서를 떼셔야 되구요 그리고 채권자 인감 도장이 있어서 합니다. 네 그리고 자동차등록증,"말소, 신청, 구비, 서류, ","서류, 방문, 신분증, 준비, 채권자, 서류, 추가, 인감 증명서, 인감 도장, 자동차등록증, ","말소/말소등록, 서류/구비서류, 서류/구비서류, 방문/내방, 신분증/신분증, 서류/구비서류, ",,차량등록
45,상담사,구비서류,방문인,네 선생님 개인간 저당이라고 하셨는데요 방문자는 채권자가 방문하십니까? 채무자께서 방문하시는 겁니까?,둘이 같이 예,"개인간 저당, 방문자, 채권자, 방문, 채무자, 방문, ","둘, ","방문자/방문인, 방문/내방, 방문/내방, ","채권자/방문인/관계,채무자/ 방문어/관계,",차량등록
45,상담사,구비서류,방문인,함께 방문하시는 겁니까?,예예,"방문, ",,"방문/내방, ",,차량등록
45,민원인,구비서류,,자동차 등록증요 없는데 팔았는데 어떻게 해야 하나요,아 그러세요 일단 차를 그 등록증없다고 한다면은 차량번호랑 차번호 차이름 설정 금액을 알고 있을 경우는 필요하진 않습니다.,"자동차 등록증, ","차, 등록증, 차량번호, 차번호, 차이름, 설정 금액, 필요, ","자동차 등록증/차량등록증, 차/차량, 차량번호/차량번호, 차번호/차량번호, 설정 금액/설정금액, ",,차량등록
45,민원인,이전등록,,네 안녕하세요 우리 차량이 그 이전 그 저당 이전을 할려고 하는 거거든요 그러니까 건설기기같은 경우는 저 그 뭐고 그 공유지를 따라 가는 건 알고 있고 차량은 아무 데나 되는 걸로 아는데 이게 특수차량이거든요,선생님 이 용도가 지금 영업용 차량이어서 영업용은 별도로 저희들 그 담당하는 부서가 따로 있거든요 선생님 전화번호를 안내를 해 드릴 게요,"차량, 이전, 저당 이전, 건설기기, 공유지, 차량, 특수차량, ","용도, 영업용 차량, 영업용, 별도, 담당, 부서, 전화번호, 안내, ","차량/차량, 건설기기/건설기계차량, 차량/차량, 영업용 차량/영업용 차량, 영업용/영업용 차량, 전화번호/연락처, ",,차량등록
45,상담사,이전등록,차량용도,특수차량이라면은 어떤 종류의 차량이십니까?,그러니까 고속차카면서 이게 인제 건설기기는 아니고 사람이 뒤에 인쟈 우리 그 간판다는 차량이라고 생각하시면 되는데 들어 올릴 때 있잖아요,"특수차량, 종류, 차량, ","고속차, 건설기기, 사람, 간판, 차량, ","차량/차량, 건설기기/건설기계차량, 차량/차량, ","고속차/차량용도/종류,",차량등록
45,민원인,장소,,특수차량인데 맹 이것도 차량으로 등록 원부// 보면 자동차로 맹 되어 있으니까 그냥 아무 데나 가면 되죠.,네 맞습니다.,"특수차량, 차량, 등록 원부, 자동차,",,"차량/차량, 자동차/차량, ",,차량등록
45,상담사,구비서류,차량번호,그럼 차량 번호가 그러면  몇 번입니까?,울산 구십구 다예 사구칠일,"차량 번호, 번, ","울산 육십구 다예 사구칠일, ","차량 번호/차량번호, ","울산 육십구 다예 사구칠일/차량번호/번호,",차량등록
45,민원인,비용,,네 엘피지차량을 부모님하고 오십 대 오십하고 있거든요 어머니 명의로 백프로 이전하려면 얼마나 나오는지 궁금해 가지고요,아 네 어머니하시고 이제 선생님 운행을 하시구요 네 잠시만 기다리십시오. 제가 확인 잠깐하겠습니다. 네 차량 이천십일년식이차량이시죠. 차량과액으로는 오백삼십사만원으로 확인이 되고 있구요 요기에서 칠퍼센트를 하면 이제 취득세는 삼십 칠만 삼천 구백 사십원으로 확인이 됩니다.,"엘피지차량, 부모, 오십, 오십, 어머니, 명의, 백프로, 이전, ","어머니, 운행, 차량, 이천십일년식, 차량과액, 오백삼십사만원, 확인, 칠퍼센트, 취득세, 삼십 칠만 삼천 구백 사십원, 확인, ","엘피지차량/엘피지차량, 어머니/어머니, 명의/차량명의, 어머니/어머니, 차량/차량, 차량과액/과표, 칠퍼센트/칠퍼센트, 취득세/취득세, ",,차량등록
45,상담사,비용,차량번호,네 선생님 제가 언능 차량번호확인하고 안내 도와드릴 텐데 차량번호 말씀한번 해 주겠습니까?,육십구 무릎할 때 무 육이일구요,"차량번호, 안내, 차량번호, 번, ","육십구 무릎할 때 무 육이일구, ","차량번호/차량번호, 차량번호/차량번호, ","육십구 무름할 때 무 육이일구/차량번호/번호,",차량등록
45,상담사,비용,차량명,육이일구번이시구요 차명이 어떻게 됩니까?,케이파이브요,"육이일구번, 차명, ","케이파이브, ","차명/차량종류, ","육이일구번/차량번호/번호,케이파이브/차량명/이름,",차량등록
45,상담사,비용,이름,케이파이브시구 현재차주님성함이 어느 분으로 되어 있으십니까?,엄마 배영희라고 되어 있어요. 배경희,"케이파이브, 현재, 차주, 성함","엄마, 배영희, 배경희, ","차주/차주, 성함/이름, 엄마/어머니, ","케이파이브/차량명/이름,배영희/이름/이름,배경희/이름/이름,",차량등록
45,민원인,비용,,자동차세 좀 알아보려고요,원래 선생님 보통 책권을 당일날 사서 이제 당일날 팔게 되면 이프로 차익이 생기는 부분까지 납부를 하셔야 되는데 지금 그 금액이 감면이 되서 이제 취등록세 칠퍼센트만 납부하시면 되시거든요 칠퍼센트 계산을 해 보니까요 이 차량은 백이십팔만원정도 예상하시면 되시거든요 취등록세 칠퍼센트만 납부하시면 되니까 제가 계산을 해 보니까 백이십팔만원정도 예상하시면 됩니다.,"자동차세, ","채권, 당일, 이프로, 차익, 납부, 감면, 취등록세, 칠퍼센트, 납부, 계산, 차량, 백이십팔만원, 예상, ","자동차세/자동차 지방세, 당일/당일, 취등록세/취등록세, 칠퍼센트/칠퍼센트, 차량/차량, ",,차량등록
45,상담사,비용,차량명,십오 어 오공이공번이요 실례지만 선생님 이차량 차명이 어떻게 됩니까?,그렌저 엑스지 둘둘공,"십오 어 오공이공번, 차량 차명, ","그렌저 엑스지 둘둘공, ",,"십오 어 오공이공번/차량번호/번호,그랜저 엑스지 둘둘공/차량명/이름,",차량등록
45,상담사,비용,연식,선생님 이 차량 이천십사년식으로 확인되는데 이 차량 맞습니까?,이천십육년 이월인데요,"차량, 이천십사년식,  차량, ","이천십육년, 이월, ","차량/차량, 차량/차량, ","이천십사년식/연식/날짜,이천십육년/연식/날짜,",차량등록
45,민원인,비용,,아 이전비용은 어떻게 돼요,아 선생님 죄송합니다만 포터차량은 저희쪽에서 과표가 조회가 되지 않아서요 이거는 차량등록사업소로 직접문의를 해 보셔야 될 것 같습니다.,"이전비용, ","포터, 과표, 조회, 차량등록사업소, 문의, ","과표/과표, 차량등록사업소/차량등록사업소, ",,차량등록
45,상담사,비용,차량번호,이전 비용이요 이전비용은 차량에 대해서 조금씩 다르기한 데 과표를 좀 금액하고 매매 금액 기준에서 높은 금액 기준으로 처리를 하고 있습니다. 차량 번호 확인해 주시면 과표에 대한 금액은 저희가 확인은 도와드릴 수가 있습니다.,저기 구칠구에 더하기 더 일공일육,"이전 비용, 이전비용, 차량, 조금, 과표, 금액, 매매 금액, 기준, 금액, 기준, 처리, 차량 번호, 과표, 금액,","구칠구에 더하기 더 이공일육, ","이전 비용/이전 비용, 차량/차량, 과표/과표, 금액/금액, 금액/금액, 차량 번호/차량번호, 과표/과표, 금액/금액, ","구칠구에 더하기 더 이공일육/차량번호/번호,",차량등록
45,상담사,비용,차량명,일공일육번 샘 차명이 어떻게 되시나요,차가 포터투구요,"일공일육번, 차명, ","차, 포터투, ","차명/차량종류, 차/차량, ","일공일육번/차량번호/번호,포터투/차량명/이름,",차량등록
45,상담사,비용,연식,연식 부탁드리겠습니다.,차가 포터투구요,"연식,","차, 포터투, ","연식/연식, 차/차량, ","포터투/차량명/이름,",차량등록
45,민원인,비용,,예 차 과세 좀 조회할려고요,네 잠시만 기다려 주십시오. 네 기다려 주셔서 감사합니다. 씨씨 이점 영 티에스 아이 차량으로 확인되고 있으시구요 네 이천십이년식 천삼백팔십육만이천원입니다.,"차 과세, 조회","씨씨 이점 영 티에스 아이, 차량, 확인, 이천십이년식, 천삼백팔십육만이천원, ","차량/차량, ",,차량등록
45,상담사,비용,차량번호,네 차량번호가 어떻게 됩니까?,예 십사 너구리 너에 공칠오입니다.,"차량번호, ","십사 너구리 너에 공칠오, ","차량번호/차량번호, ","십사 너구리 너에 공칠오/차량번호/번호,",차량등록
45,상담사,비용,차량명,예 차명이 어떻게 됩니까?,저 폭스바겐씨씨입니다.,"차명, ","폭스바겐씨씨, ","차명/차량종류, ","폭스바겐씨씨/차량명/이름,",차량등록
45,민원인,방문인,,제가 차량을 승용차를 제가 운전하고 있는데 이 차량이 제 아들 앞으로 되어 있거든요  그렇게 되어 있는데 지금 올해부터 보험이 뭐 운전자하고 이거 차 차주하고 일치가 되어야 한다면서 저 앞으로 이전을 하라 그러는데 뭐 본인이 돼도 아들도 같이 가야 됩니까?,아니요 선생님 만약에 못 나오시면은 안 나오셔도 되는데요 근데 대신에 못 나오는 대신에 서류를 그만큼 갖춰서 오셔야 되거든요,"차량, 승용차, 운전, 차량, 아들, 앞, 올해, 보험, 운전자, 차, 차주, 일치, 앞, 이전, 본인, 아들, ","서류, ","차량/차량, 승용차/승용차, 차량/차량, 아들/아들, 올해/이번 년도, 차/차량, 차주/차주, 본인/본인, 아들/아들, 서류/구비서류, ","아들/방문인/관계,",차량등록
45,민원인,구비서류,,어떤 서류가 필요하지요,네 서류 좀 복잡해요 일단 아드님께서는 방문은 못하시기 때문에요 아드님은 인감증명서하고 인감도장이 필요한데요 이제 아드님은 방문을 못하시기 때문에 이거를 인감으로 대체하는 거거든요 어 인감도장을 서류에 찍어야 되기 때문에요 아드님의 인감도장은 만약에 못 받아 오시면 서류를 출력하셔 가지고 거기에 도장을 찍어서 오셔야 돼요 아드님의 인감증명서가 필요한데 어 서류를  또 차량 매도용으로 발급받아서 오셔야 됩니다.,"서류, 필요, ","서류, 아드님, 방문, 인감증명서, 인감도장, 필요, 인감, 대체, 서류, 출력, 도장, 차량 매도용, 발급, ","서류/구비서류, 서류/구비서류, 아드님/아들, 방문/내방, 인감증명서/인감증명서, 인감도장/인감도장, 서류/구비서류, 발급/발급, ",,차량등록
45,상담사,구비서류,차량번호,예 선생님 그러면 필요한 서류를 좀 조회를 해 드릴 텐데요 선생님 차 번호 좀 불러주시겠어요.,칠일구 구 구사사오,"필요, 서류, 조회, 차 번호, ","칠일구 구 구사사오, ","서류/구비서류, 차 번호/차량번호, ","칠일 구 구사사오/차량번호/번호,",차량등록
45,상담사,구비서류,차량명,네 선생님 차명은 어떻게 되나요,그렌저 엑스지입니다.,"차명, ","그렌저 엑스지, ","차명/차량종류, 그렌저 엑스지/그랜저엑스지, ","그랜저엑스지/차량명/이름,",차량등록
45,상담사,구비서류,방문인,네 선생님 필요한 서류를 말씀 좀 드릴게요  주는 사람하고 받는 사람중에서 방문은 어느 분이 하세요,아 제가 하죠. 본인 제가 합니다. 아들은 아니고,"필요, 서류, 사람, 사람, 방문, ","본인, 아들, ","서류/구비서류, 방문/내방, 본인/본인, 아들/아들, ","본인/방문인/관계,아들/방문인/관계,",차량등록
45,상담사,구비서류,방문인,이제 방문은 아드님은 못하시고 아버님만 오신다는 말씀이시구요,예,"방문, 아드님, 아버님, ",,"방문/내방, 아드님/아들, 아버님/아버지, ","아들/방문인/관계,아버지/방문인/관계,",차량등록
45,민원인,비용,,아 예예 근데 이 이전하는데 이전하는 비용은 얼마 쯤들죠.,없죠.,"이전, 이전, 비용,",,"비용/금액, ",,차량등록
45,상담사,비용,차량매매가,어 선생님 요거는 혹시 두분사이에 매매금액이 있습니까?,그러면 비용제가 조회 한번 해 볼 게요 선생님 비용 십육만원이요,"두 분, 사이, 매매금액, ","비용, 조회, 십육만원, ","두 분/두명, 매매금액/매매금액, 비용/금액, ","십육만원/차량매매가/금액,",차량등록
45,민원인,구비서류,,네 자동차 그 저 와이프 앞으로 되어 있는데 그거를 권한같은 공동명의로 할려고 하면 같이 가면은 서류가 뭐가 필요해요,예예 그러시면 선생님 신분증 두분 신분증 지참하셔서 방문하시면 음 바로 서류가 가능합니다.,"자동차, 와이프, 앞, 권한, 공동명의, 서류, 필요, ","신분증, 두분, 지참, 방문, 서류, 가능, ","자동차/차량, 와이프/배우자, 공동명의/공동명의, 서류/구비서류, 신분증/신분증, 방문/내방, 서류/구비서류, ",,차량등록
45,상담사,구비서류,차량번호,아 네 선생님 제가 바로 확인해 드릴 텐데요 선생님혹시 차량번호 확인되시면 한번 불러주시겠습니까?,차량번호 잠시만요 --지금 --없는데 운전중인데 이거사진 찍어놨는 거로 확인해야 돼 가지고,"확인, 차량번호,한 번, ","차량번호, 운전, 중, 사진, 확인, ","차량번호/차량번호, 차량번호/차량번호, ",,차량등록
45,상담사,구비서류,방문인,네 일단 동일은 아니고 두분 다같이 이제 그 방문을 해 주시나요,아 네,"동일, 두분, 방문, ",,"방문/내방, ",,차량등록
45,상담사,구비서류,감면대상,예예 이번엔 그러면 양 같이 양도를 같이 받으시는 선생님께서는  일반인이 맞으세요 취득세 혜택때문에 국가유공자는 아니시죠?,아닙니다.,"양도, 일반인, 취득세, 혜택, 국가유공자, ",,"취득세/취득세, ","국가유공자/감면대상/자격,",차량등록
45,상담사,구비서류,감면대상,혹시 장애인은 아니시구요,아닙니다.,"장애인, ",,,"장애인/감면대상/자격,",차량등록
45,상담사,구비서류,전국지역 번호판,네 감사합니다.  선생님 차 잠시만 하나만 여쭤볼게요 혹시 차량번호가 앞에 지역붙는 지역번호판은 아니시죠.,아니예요,"차, 차량번호, 앞, 지역, 지역번호판, ",,"차/차량, 차량번호/차량번호, ","지역번호판/전국지역 번호판/종류,",차량등록
45,상담사,구비서류,전국지역 번호판,경북이나 대구이런 지역번호 아니시죠. 전국번호 맞으시죠.,네네,"경북, 대구, 지역번호, 전국번호, ",,"전국번호/전국번호, ","지역번호/전국지역 번호판/종류,전국번호/전국지역 번호판/종류,",차량등록
45,민원인,업무시간,,네 번호판 교체 때문에 그러는데요 몇시까지 가면 할 수 있는데요 작업을,아 네 저희가 업무는 아홉시부터 오후 여섯시까지 하는데요 번호판 찍어내는데 시간이 한 삼십분정도 소요가 되기 때문에 늦어도 다섯시반까지는 오셔야 됩니다.,"번호판 교체, 시, 작업, ","업무, 아홉시, 오후, 여섯시, 번호판, 시간, 삼십분, 소요, 다섯시, 반, ","번호판 교체/번호판 교체, 번호판/번호판, 다섯시/다섯시, ",,차량등록
45,민원인,장소,,선생님어디로 방문하실 거예요 수성구만촌동,달서구요,"방문, 수성구만촌동, ","달서구, ","방문/내방, ",,차량등록
45,상담사,구비서류,차량번호,아 네 그러면 이쪽으로 오시면 되구요 선생님 고 서류는 제가 확인도와드릴 텐데 차량번호 확인 가능하세요,십일 서예 삼둘둘삼이요,"서류, 차량번호, ","십일 서예 삼둘둘삼, ","서류/구비서류, 차량번호/차량번호, ","십일 서예 삼둘둘삼/차량번호/번호,",차량등록
45,상담사,구비서류,차량명,삼둘둘삼번이구요 차종이 어떻게 됩니까?,그 삼이공디요 디엠더블유 삼이공디,"삼둘둘삼번, 차종, ","삼이공디, 비엠더블유 삼이공디, ","차종/차량종류, ","디엠더블유 사이공디/차량명/이름,",차량등록
45,상담사,구비서류,방문인,차주분 본인께서 직접오실거예요,네네,"차주, 본인, ",,"차주/차주, 본인/본인, ","차주/방문인/관계,본인/방문인/관계,",차량등록
45,상담사,번호판 교체,번호판 변경 사유,샘님 번호 변경하시는 사유가 있으세요 번호 변경은 저희가 사유가 있으셔야만 되시거든요,아니 너무 쉬워가지고 번호가 좀 음 바꾸고 싶어가지고,"번호 변경, 사유, 번호 변경, 사유, ","번호, ","번호 변경/차량 번호 변경, 번호 변경/차량 번호 변경, ",,차량등록
45,민원인,이전등록,,지금 저저 차가 네 일인 일인 혼자 그러니까 등록이 되어 있거든요 공동으로 할려고 그러면 어떻게 하면 됩니까?,네 자동차등록증 그리고 원래 차주분은 지금 방문하시기 때문에 신분증만 소지를 해 주시면 되고 그리고 지금 추가로 하신 아드님은 방문을 못하시기 때문에 신분증하고 도장필요하고요 그리고 두 분중에 한 분 앞으로 자동차책임보험가입하셔야 되구요,"차, 혼자, 등록, 공동, ","자동차등록증, 차주, 방문, 신분증, 소지, 추가, 아드님, 방문, 신분증, 도장, 두 분, 한 분, 앞, 자동차책임보험, 가입, ","차/차량, 공동/공동명의, 차주/차주, 방문/내방, 신분증/신분증, 아드님/아들, 방문/내방, 신분증/신분증, 두 분/두명, ",,차량등록
45,상담사,이전등록,차량번호,예 제가 서류 안내 도와드릴텐데요 선생님 차량 번호 말씀 좀 해 주시겠습니까?,어 대구 이팔모예 사칠오팔,"서류, 차량 번호,","대구 이팔모예 사칠오팔, ","서류/구비서류, 차량 번호/차량번호, ","대구 이팔모예 사칠오팔/차량번호/번호,",차량등록
45,상담사,이전등록,차량명,차명은 어떻게 됩니까?,그 베르나지 싶은데,"차명, ","베르나, ","차명/차량종류, ","베르나/차량명/이름,",차량등록
45,상담사,이전등록,방문인,네 선생님 감사합니다. 그러시면 기존의 명의자 분에서 한분 더 추가하신다고 하셨는데요 등록사업소에는 두 분 다 방문 가능하신 거예요 아니면 어느 분께서 방문하실 겁니까?,저 한사람은 그러니까 방문하고 본인은 방문를 하고 네 아들은 방문을 못하거든요,"기존, 명의자, 한분, 추가, 등록사업소, 두 분, 방문, ","사람, 방문, 본인, 아들, ","명의자/명의자, 등록사업소/등록사무소, 두 분/두명, 방문/내방, 방문/내방, 본인/본인, 아들/아들, ","명의자/방문인/관계,본인/방문인/관계,아들/방문인/관계,",차량등록
45,민원인,과표,,네 저 차량과표 좀 하나 문의드릴게요,네 잠시만요 샘님 카니발 이천십년 과표 육백육십사만칠천원 확인되었습니다.,"차량과표, ","카니발, 이천십년, 과표, 육백육십사만칠천원, 확인, ","과표/과표, ","카니발/차량명/이름,",차량등록
45,상담사,과표,차량번호,차량번호가 어떻게 됩니까?,칠십 부자부예 팔육이육번요,"차량번호, ","칠십 부자부예 팔육이육번, ","차량번호/차량번호, ","칠십 부자부예 팔육이육번/차량번호/번호,",차량등록
45,상담사,과표,차량명,네 차명이 어떻게 되십니까?,네 카니발 차량이구요,"차명, ","카니발, 차량, ","차명/차량종류, 차량/차량, ","카니발/차량명/이름,",차량등록
45,상담사,과표,연식,연식 확인 부탁드립니다.,이천십년형이네요,"연식,","이천십년형, ","연식/연식, ","이천십년형/연식/날짜,",차량등록
45,민원인,비용,,요게 지금 승합으로 들어가는데요 취등록세가 하면은 얼마 정도되나요,네 승합이네요 오프로 정도하게 되면 취득세만 삼십삼만이천삼백오십원이구요 예,"승합, 취등록세,","승합, 오프로, ","취등록세/취등록세, 오프로/오퍼센트, ",,차량등록
45,민원인,비용,,카면 만약에 그 채권비가 일프로 나오고 그런데 하면은 일프로까지는 되는가 얼마 정도나와요,일프로를 안내를 해 드리고 더 추가적으로 안내할까 하고 있거든요 보통은요 카만 전라남도에서 지금 채권비가 나올지 안 나올지 지금 해당 지자체에 전화으로 해 봐야 돼요,"채권비, 일프로, 일프로, ","일프로, 안내, 추가, 안내, 보통, 전라남도, 채권비, 지자체, 전화, ","보통/일반, ",,차량등록
45,민원인,과표,,예 차 이전하는 거 때문에 과표 좀 알아보려고 전화드렸거든요,네 제작은 이천십삼년 십일월한걸로 확인돼서 과표는 저희가 십삼년식으로 확인을 해 드리고 있습니다. 이천십삼년 제작년원 과표가 천오십일만천원입니다.,"차 이전, 과표, 전화, ","제작, 이천십삼년, 십일월, 확인, 과표, 십삼년식, 확인, 제작년월, 과표, 천오십일만천원, ","과표/과표, 과표/과표, 십삼년식/이천십삼년식, 과표/과표, ","이천십삼년/연식/날짜,",차량등록
45,상담사,과표,차량번호,번호가 어떻게 됩니까?,예 사십구 소나무 소예 팔삼둘둘,"번호, ","사십구 소나무 소예 팔삼둘둘, ",,"사십구 소나무 소예 팔삼둘둘/차량번호/번호,",차량등록
45,상담사,과표,차량명,예 차명은 어떻게 되나요,코제트 이천육티비알,"차명, ","코제트 이천육티비알, ","차명/차량종류, ","코제트 이천육티비알/차량명/이름,",차량등록
